genome	contig	hit_locus	hit_family	start	end	strand	nearby_markers
GCA_036280615.1	DASUQJ010000116.1	DASUQJ010000116.1_29	ArchPhaZ_patatin	23543	24742	-	
GCA_036373855.1	DASUUX010000074.1	DASUUX010000074.1_6	ArchPhaZ_patatin	2557	3921	+	
GCA_036373855.1	DASUUX010000102.1	DASUUX010000102.1_4	ArchPhaZ_patatin	2727	4223	+	BdhA
GCA_036373855.1	DASUUX010000134.1	DASUUX010000134.1_23	ArchPhaZ_patatin	23409	24587	-	
GCA_036373895.1	DASUUV010000039.1	DASUUV010000039.1_5	ArchPhaZ_patatin	3789	4964	-	
GCA_036376955.1	DASUZI010000009.1	DASUZI010000009.1_1	ArchPhaZ_patatin	411	1589	+	
GCA_036376955.1	DASUZI010000017.1	DASUZI010000017.1_4	ArchPhaZ_patatin	3637	4614	+	
GCA_036376955.1	DASUZI010000129.1	DASUZI010000129.1_25	ArchPhaZ_patatin	22343	23506	-	
GCA_036376955.1	DASUZI010000137.1	DASUZI010000137.1_5	ArchPhaZ_patatin	2085	3458	-	
GCA_036376955.1	DASUZI010000137.1	DASUZI010000137.1_9	ArchPhaZ_patatin	5983	7464	-	
GCA_036376955.1	DASUZI010000270.1	DASUZI010000270.1_1	ArchPhaZ_patatin	477	1658	+	
GCA_036376955.1	DASUZI010000333.1	DASUZI010000333.1_1	ArchPhaZ_patatin	1	1026	+	
GCA_036378195.1	DASUXB010000123.1	DASUXB010000123.1_4	ArchPhaZ_patatin	4735	5754	+	
GCA_036379735.1	DASVGC010000021.1	DASVGC010000021.1_1	ArchPhaZ_patatin	133	1320	-	
GCA_036380115.1	DASVFI010000035.1	DASVFI010000035.1_20	ArchPhaZ_patatin	20730	21959	+	
GCA_036380115.1	DASVFI010000038.1	DASVFI010000038.1_12	ArchPhaZ_patatin	10465	11886	-	BdhA
GCA_036380115.1	DASVFI010000067.1	DASVFI010000067.1_6	ArchPhaZ_patatin	6723	7895	-	
GCA_036380115.1	DASVFI010000072.1	DASVFI010000072.1_4	ArchPhaZ_patatin	4036	5517	-	BdhA
GCA_036380115.1	DASVFI010000081.1	DASVFI010000081.1_4	ArchPhaZ_patatin	2186	3382	-	
GCA_036380115.1	DASVFI010000202.1	DASVFI010000202.1_7	ArchPhaZ_patatin	4034	5215	-	
GCA_036380415.1	DASVEV010000014.1	DASVEV010000014.1_2	ArchPhaZ_patatin	2242	3714	+	
GCA_036380415.1	DASVEV010000046.1	DASVEV010000046.1_9	ArchPhaZ_patatin	6740	7924	+	
GCA_036380415.1	DASVEV010000078.1	DASVEV010000078.1_1	ArchPhaZ_patatin	619	2100	-	
GCA_036380415.1	DASVEV010000148.1	DASVEV010000148.1_3	ArchPhaZ_patatin	1962	3143	-	
GCA_036380415.1	DASVEV010000247.1	DASVEV010000247.1_1	ArchPhaZ_patatin	2	949	-	
GCA_036380415.1	DASVEV010000250.1	DASVEV010000250.1_1	ArchPhaZ_patatin	31	1206	-	
GCA_036381375.1	DASVCY010000096.1	DASVCY010000096.1_1	ArchPhaZ_patatin	1	1323	-	
GCA_036381375.1	DASVCY010000141.1	DASVCY010000141.1_8	ArchPhaZ_patatin	5886	6860	+	
GCA_036381375.1	DASVCY010000185.1	DASVCY010000185.1_11	ArchPhaZ_patatin	9623	10789	+	BdhA
GCA_036381375.1	DASVCY010000195.1	DASVCY010000195.1_4	ArchPhaZ_patatin	2294	3673	-	
GCA_036395315.1	DASWDL010000137.1	DASWDL010000137.1_2	ArchPhaZ_patatin	666	1943	+	
GCA_036395315.1	DASWDL010000355.1	DASWDL010000355.1_4	ArchPhaZ_patatin	1190	2443	-	
GCA_036395315.1	DASWDL010000431.1	DASWDL010000431.1_6	ArchPhaZ_patatin	6110	7528	+	
GCA_036395315.1	DASWDL010000462.1	DASWDL010000462.1_3	ArchPhaZ_patatin	1069	2538	+	
GCA_036443875.1	JAZFZF010000124.1	JAZFZF010000124.1_2	ArchPhaZ_patatin	722	1801	+	
GCA_036518375.1	DATDNG010000132.1	DATDNG010000132.1_3	ArchPhaZ_patatin	2521	3387	-	
GCA_036518375.1	DATDNG010000162.1	DATDNG010000162.1_1	ArchPhaZ_patatin	267	1748	+	
GCA_036518375.1	DATDNG010000206.1	DATDNG010000206.1_2	ArchPhaZ_patatin	1208	2407	+	
GCA_036518375.1	DATDNG010000466.1	DATDNG010000466.1_1	ArchPhaZ_patatin	505	1926	+	
GCA_036518375.1	DATDNG010000493.1	DATDNG010000493.1_1	ArchPhaZ_patatin	188	1324	+	
GCA_036518375.1	DATDNG010000586.1	DATDNG010000586.1_3	ArchPhaZ_patatin	1521	2768	+	
GCA_036518375.1	DATDNG010000590.1	DATDNG010000590.1_3	ArchPhaZ_patatin	1512	2789	-	
GCA_036519475.1	DATDLD010000155.1	DATDLD010000155.1_5	ArchPhaZ_patatin	4210	5082	-	
GCA_036519825.1	DATDKS010000097.1	DATDKS010000097.1_4	ArchPhaZ_patatin	4922	6124	-	
GCA_036519825.1	DATDKS010000158.1	DATDKS010000158.1_3	ArchPhaZ_patatin	1884	3137	+	BdhA
GCA_036520175.1	DATDKD010000067.1	DATDKD010000067.1_3	ArchPhaZ_patatin	1101	2279	+	
GCA_036520175.1	DATDKD010000076.1	DATDKD010000076.1_1	ArchPhaZ_patatin	1	1104	+	
GCA_036522495.1	DATDFS010000028.1	DATDFS010000028.1_2	ArchPhaZ_patatin	1715	2905	-	
GCA_036522495.1	DATDFS010000090.1	DATDFS010000090.1_12	ArchPhaZ_patatin	9817	11301	+	
GCA_036522495.1	DATDFS010000125.1	DATDFS010000125.1_2	ArchPhaZ_patatin	1794	2936	+	
GCA_036522495.1	DATDFS010000173.1	DATDFS010000173.1_2	ArchPhaZ_patatin	719	1879	-	
GCA_036554645.1	DATBMW010000015.1	DATBMW010000015.1_49	ArchPhaZ_patatin	41441	42613	-	
GCA_036554685.1	DATBMS010000028.1	DATBMS010000028.1_153	ArchPhaZ_patatin	139073	140539	-	
GCA_036555705.1	DATBKT010000012.1	DATBKT010000012.1_7	ArchPhaZ_patatin	7456	8673	+	
GCA_036555705.1	DATBKT010000023.1	DATBKT010000023.1_3	ArchPhaZ_patatin	1695	3011	+	
GCA_036555705.1	DATBKT010000023.1	DATBKT010000023.1_5	ArchPhaZ_patatin	4504	5913	+	
GCA_036555705.1	DATBKT010000074.1	DATBKT010000074.1_8	ArchPhaZ_patatin	6307	7791	-	BdhA
GCA_036555705.1	DATBKT010000132.1	DATBKT010000132.1_120	ArchPhaZ_patatin	142470	143867	-	
GCA_036555705.1	DATBKT010000136.1	DATBKT010000136.1_4	ArchPhaZ_patatin	3013	4302	+	
GCA_036555705.1	DATBKT010000147.1	DATBKT010000147.1_26	ArchPhaZ_patatin	30775	32157	+	
GCA_036555705.1	DATBKT010000159.1	DATBKT010000159.1_3	ArchPhaZ_patatin	1614	3044	-	
GCA_036555705.1	DATBKT010000211.1	DATBKT010000211.1_4	ArchPhaZ_patatin	2539	3828	+	
GCA_036555705.1	DATBKT010000222.1	DATBKT010000222.1_6	ArchPhaZ_patatin	5197	6609	+	
GCA_036555705.1	DATBKT010000239.1	DATBKT010000239.1_14	ArchPhaZ_patatin	13530	14825	-	
GCA_036557405.1	DATBHO010000045.1	DATBHO010000045.1_4	ArchPhaZ_patatin	3108	4559	-	
GCA_036557405.1	DATBHO010000052.1	DATBHO010000052.1_24	ArchPhaZ_patatin	17233	18417	+	
GCA_036557405.1	DATBHO010000111.1	DATBHO010000111.1_16	ArchPhaZ_patatin	9743	11221	+	
GCA_036557405.1	DATBHO010000136.1	DATBHO010000136.1_2	ArchPhaZ_patatin	442	1875	+	
GCA_036557905.1	DATBGR010000010.1	DATBGR010000010.1_5	ArchPhaZ_patatin	3950	5146	-	
GCA_036557905.1	DATBGR010000079.1	DATBGR010000079.1_2	ArchPhaZ_patatin	328	1725	+	
GCA_036557905.1	DATBGR010000087.1	DATBGR010000087.1_11	ArchPhaZ_patatin	7297	8694	+	
GCA_036557905.1	DATBGR010000180.1	DATBGR010000180.1_1	ArchPhaZ_patatin	3	1274	-	
GCA_036557905.1	DATBGR010000180.1	DATBGR010000180.1_2	ArchPhaZ_patatin	1862	3331	+	
GCA_036557905.1	DATBGR010000210.1	DATBGR010000210.1_3	ArchPhaZ_patatin	1463	2092	-	
GCA_036557905.1	DATBGR010000236.1	DATBGR010000236.1_13	ArchPhaZ_patatin	10191	11477	-	
GCA_036557905.1	DATBGR010000266.1	DATBGR010000266.1_1	ArchPhaZ_patatin	600	2078	+	
GCA_036557905.1	DATBGR010000298.1	DATBGR010000298.1_18	ArchPhaZ_patatin	17934	19343	-	
GCA_036557905.1	DATBGR010000301.1	DATBGR010000301.1_2	ArchPhaZ_patatin	201	1601	-	
GCA_036557905.1	DATBGR010000457.1	DATBGR010000457.1_2	ArchPhaZ_patatin	1762	2607	+	
GCA_036557905.1	DATBGR010000463.1	DATBGR010000463.1_8	ArchPhaZ_patatin	6835	8286	-	
GCA_036557905.1	DATBGR010000480.1	DATBGR010000480.1_4	ArchPhaZ_patatin	1789	2595	+	
GCA_036557905.1	DATBGR010000531.1	DATBGR010000531.1_9	ArchPhaZ_patatin	6681	8153	-	BdhA
GCA_036557905.1	DATBGR010000535.1	DATBGR010000535.1_8	ArchPhaZ_patatin	5987	6610	+	
GCA_036557905.1	DATBGR010000580.1	DATBGR010000580.1_8	ArchPhaZ_patatin	5416	6381	-	
GCA_036557905.1	DATBGR010000583.1	DATBGR010000583.1_4	ArchPhaZ_patatin	3523	4377	+	
GCA_036557905.1	DATBGR010000600.1	DATBGR010000600.1_2	ArchPhaZ_patatin	595	2061	-	
GCA_036558405.1	DATBFR010000016.1	DATBFR010000016.1_19	ArchPhaZ_patatin	18650	19813	+	
GCA_036558405.1	DATBFR010000031.1	DATBFR010000031.1_6	ArchPhaZ_patatin	4142	5620	-	BdhA
GCA_036558405.1	DATBFR010000087.1	DATBFR010000087.1_4	ArchPhaZ_patatin	3082	4578	-	
GCA_036558405.1	DATBFR010000087.1	DATBFR010000087.1_20	ArchPhaZ_patatin	22400	23875	+	
GCA_036558405.1	DATBFR010000099.1	DATBFR010000099.1_36	ArchPhaZ_patatin	27314	28519	+	
GCA_036558405.1	DATBFR010000100.1	DATBFR010000100.1_46	ArchPhaZ_patatin	36956	38206	-	
GCA_036560565.1	DATBQZ010000133.1	DATBQZ010000133.1_4	ArchPhaZ_patatin	4156	5250	-	
GCA_036566425.1	DATCWI010000024.1	DATCWI010000024.1_5	ArchPhaZ_patatin	4383	5522	-	
GCA_036566425.1	DATCWI010000082.1	DATCWI010000082.1_8	ArchPhaZ_patatin	7401	8798	-	
GCA_036566425.1	DATCWI010000066.1	DATCWI010000066.1_5	ArchPhaZ_patatin	3737	5032	-	
GCA_036566425.1	DATCWI010000065.1	DATCWI010000065.1_6	ArchPhaZ_patatin	3108	4484	-	
GCA_036567605.1	DATCUE010000072.1	DATCUE010000072.1_10	ArchPhaZ_patatin	9706	10674	-	
GCA_036625385.1	JAZKTU010000121.1	JAZKTU010000121.1_8	ArchPhaZ_patatin	5883	6851	+	BdhA
GCA_036625385.1	JAZKTU010000021.1	JAZKTU010000021.1_27	ArchPhaZ_patatin	24176	25174	+	
GCA_036625595.1	JAZKTK010000142.1	JAZKTK010000142.1_7	ArchPhaZ_patatin	4783	5748	+	BdhA
GCA_036625595.1	JAZKTK010000057.1	JAZKTK010000057.1_15	ArchPhaZ_patatin	12553	13560	+	BdhA
GCA_036625635.1	JAZKTI010000020.1	JAZKTI010000020.1_7	ArchPhaZ_patatin	4287	5318	-	BdhA
GCA_036625795.1	JAZKSZ010000089.1	JAZKSZ010000089.1_7	ArchPhaZ_patatin	4501	5568	+	BdhA
GCA_036625905.1	JAZKST010000030.1	JAZKST010000030.1_39	ArchPhaZ_patatin	33824	34912	-	BdhA
GCA_036625905.1	JAZKST010000034.1	JAZKST010000034.1_40	ArchPhaZ_patatin	33492	34445	+	
GCA_036626195.1	JAZKSH010000128.1	JAZKSH010000128.1_2	ArchPhaZ_patatin	940	1923	-	
GCA_036626375.1	JAZKRX010000044.1	JAZKRX010000044.1_11	ArchPhaZ_patatin	9769	10821	-	BdhA
GCA_036626375.1	JAZKRX010000058.1	JAZKRX010000058.1_6	ArchPhaZ_patatin	5191	6162	-	BdhA
GCA_036626395.1	JAZKRZ010000031.1	JAZKRZ010000031.1_15	ArchPhaZ_patatin	12696	13358	+	BdhA
GCA_036626435.1	JAZKRS010000021.1	JAZKRS010000021.1_39	ArchPhaZ_patatin	37701	38666	-	BdhA
GCA_036732945.1	DAINBL010000084.1	DAINBL010000084.1_1	ArchPhaZ_patatin	923	2419	-	
GCA_036741615.1	DAINRW010000040.1	DAINRW010000040.1_3	ArchPhaZ_patatin	2448	3623	-	
GCA_036741615.1	DAINRW010000137.1	DAINRW010000137.1_3	ArchPhaZ_patatin	2387	3745	+	BdhA
GCA_036741635.1	DAINRX010000070.1	DAINRX010000070.1_3	ArchPhaZ_patatin	1846	3051	-	
GCA_036749235.1	DAINYW010000002.1	DAINYW010000002.1_53	ArchPhaZ_patatin	43922	45010	-	PhaC;PhaE
GCA_036769505.1	DAIPKY010000138.1	DAIPKY010000138.1_3	ArchPhaZ_patatin	1936	3114	-	
GCA_036769505.1	DAIPKY010000067.1	DAIPKY010000067.1_1	ArchPhaZ_patatin	1	744	+	
GCA_036815945.1	DAISFK010000038.1	DAISFK010000038.1_11	ArchPhaZ_patatin	12295	13476	-	
GCA_036815945.1	DAISFK010000280.1	DAISFK010000280.1_2	ArchPhaZ_patatin	319	1422	+	
GCA_036815945.1	DAISFK010000291.1	DAISFK010000291.1_3	ArchPhaZ_patatin	1475	2731	-	
GCA_036844865.1	DAIUEZ010000130.1	DAIUEZ010000130.1_5	ArchPhaZ_patatin	3074	4162	+	BdhA
GCA_037441265.1	JBBISN010000001.1	JBBISN010000001.1_107	ArchPhaZ_patatin	102175	103638	+	
GCA_037441265.1	JBBISN010000020.1	JBBISN010000020.1_25	ArchPhaZ_patatin	18265	19347	-	
GCA_038200885.1	JBBRRF010000228.1	JBBRRF010000228.1_5	ArchPhaZ_patatin	2527	3612	-	
GCA_038200885.1	JBBRRF010000327.1	JBBRRF010000327.1_2	ArchPhaZ_patatin	1211	2638	-	
GCA_038200885.1	JBBRRF010000381.1	JBBRRF010000381.1_2	ArchPhaZ_patatin	341	1537	+	
GCA_038201105.1	JBBRRH010000009.1	JBBRRH010000009.1_61	ArchPhaZ_patatin	48573	49754	-	
GCA_038201105.1	JBBRRH010000065.1	JBBRRH010000065.1_2	ArchPhaZ_patatin	1348	2682	-	
GCA_038868975.1	JAWCSA010000086.1	JAWCSA010000086.1_8	ArchPhaZ_patatin	6538	7626	-	
GCA_038869975.1	JAWCQC010000028.1	JAWCQC010000028.1_13	ArchPhaZ_patatin	10656	11861	+	
GCA_038890395.1	JAWAFK010000004.1	JAWAFK010000004.1_62	ArchPhaZ_patatin	48948	50108	+	BdhA
GCA_038893155.1	JAWARX010000308.1	JAWARX010000308.1_4	ArchPhaZ_patatin	1137	2126	+	
GCA_039938515.1	JBDUUL010000015.1	JBDUUL010000015.1_335	ArchPhaZ_patatin	286662	287924	-	
GCA_039938515.1	JBDUUL010000015.1	JBDUUL010000015.1_342	ArchPhaZ_patatin	292514	293920	+	
GCA_039938515.1	JBDUUL010000017.1	JBDUUL010000017.1_21	ArchPhaZ_patatin	19181	20440	+	
GCA_039938575.1	JBDUUJ010000103.1	JBDUUJ010000103.1_23	ArchPhaZ_patatin	18615	19781	+	
GCA_039938615.1	JBDUUM010000022.1	JBDUUM010000022.1_32	ArchPhaZ_patatin	26500	27567	-	
GCA_040255975.1	JBDZWB010000237.1	JBDZWB010000237.1_1	ArchPhaZ_patatin	1	1479	+	
GCA_040255975.1	JBDZWB010000039.1	JBDZWB010000039.1_5	ArchPhaZ_patatin	4661	5908	-	
GCA_040255975.1	JBDZWB010000103.1	JBDZWB010000103.1_1	ArchPhaZ_patatin	2	994	+	
GCA_040255975.1	JBDZWB010000116.1	JBDZWB010000116.1_1	ArchPhaZ_patatin	1	1011	-	
GCA_040255975.1	JBDZWB010000154.1	JBDZWB010000154.1_5	ArchPhaZ_patatin	2934	4097	-	
GCA_040297625.1	JBDUES010000151.1	JBDUES010000151.1_5	ArchPhaZ_patatin	3213	4463	+	
GCA_040297625.1	JBDUES010000178.1	JBDUES010000178.1_4	ArchPhaZ_patatin	3649	4800	+	
GCA_040409725.1	JARWGK010000052.1	JARWGK010000052.1_11	ArchPhaZ_patatin	7831	8799	+	
GCA_040409725.1	JARWGK010000064.1	JARWGK010000064.1_7	ArchPhaZ_patatin	5283	6245	+	BdhA
GCA_040414675.1	JBEDUN010000008.1	JBEDUN010000008.1_26	ArchPhaZ_patatin	27766	29220	+	
GCA_040414675.1	JBEDUN010000040.1	JBEDUN010000040.1_16	ArchPhaZ_patatin	21860	23335	-	
GCA_040414675.1	JBEDUN010000040.1	JBEDUN010000040.1_57	ArchPhaZ_patatin	72894	74183	+	
GCA_040414675.1	JBEDUN010000046.1	JBEDUN010000046.1_4	ArchPhaZ_patatin	5061	6254	+	
GCA_040414675.1	JBEDUN010000053.1	JBEDUN010000053.1_13	ArchPhaZ_patatin	14350	15570	-	
GCA_040414675.1	JBEDUN010000053.1	JBEDUN010000053.1_36	ArchPhaZ_patatin	43343	44815	-	
GCA_040414675.1	JBEDUN010000167.1	JBEDUN010000167.1_3	ArchPhaZ_patatin	3759	4799	+	
GCA_040414675.1	JBEDUN010000175.1	JBEDUN010000175.1_25	ArchPhaZ_patatin	24810	26210	-	
GCA_040414675.1	JBEDUN010000175.1	JBEDUN010000175.1_27	ArchPhaZ_patatin	27728	29059	-	
GCA_040757615.1	JBFLWZ010000034.1	JBFLWZ010000034.1_13	ArchPhaZ_patatin	10667	11830	+	
GCA_040757615.1	JBFLWZ010000239.1	JBFLWZ010000239.1_2	ArchPhaZ_patatin	1551	2492	+	
GCA_040757675.1	JBFLWI010000069.1	JBFLWI010000069.1_5	ArchPhaZ_patatin	4120	5286	+	
GCA_041156085.1	JBEVTH010000100.1	JBEVTH010000100.1_2	ArchPhaZ_patatin	442	1614	-	BdhA
GCA_041156085.1	JBEVTH010000115.1	JBEVTH010000115.1_3	ArchPhaZ_patatin	3386	4723	-	
GCA_041156085.1	JBEVTH010000176.1	JBEVTH010000176.1_5	ArchPhaZ_patatin	3559	4944	-	
GCA_041156085.1	JBEVTH010000190.1	JBEVTH010000190.1_5	ArchPhaZ_patatin	3350	4816	-	
GCA_041156085.1	JBEVTH010000293.1	JBEVTH010000293.1_2	ArchPhaZ_patatin	1122	2285	+	
GCA_041479675.1	JBGOYM010000214.1	JBGOYM010000214.1_3	ArchPhaZ_patatin	373	1359	+	
GCA_041483595.1	JBGPGB010000240.1	JBGPGB010000240.1_1	ArchPhaZ_patatin	1	1059	-	
GCA_041492015.1	JBGPWD010000104.1	JBGPWD010000104.1_2	ArchPhaZ_patatin	1619	2719	+	
GCA_041599855.1	JBFILE010000339.1	JBFILE010000339.1_2	ArchPhaZ_patatin	504	1334	-	
GCA_041641795.1	JBEPXT010000112.1	JBEPXT010000112.1_6	ArchPhaZ_patatin	6655	7713	+	BdhA
GCA_041642135.1	JBEPXB010000013.1	JBEPXB010000013.1_8	ArchPhaZ_patatin	6733	7716	+	
GCA_041642135.1	JBEPXB010000328.1	JBEPXB010000328.1_6	ArchPhaZ_patatin	3260	4213	+	
GCA_041658815.1	JBAZZN010000311.1	JBAZZN010000311.1_4	ArchPhaZ_patatin	2991	3689	-	
GCA_041747305.1	JBGTFK010000022.1	JBGTFK010000022.1_9	ArchPhaZ_patatin	6343	7578	+	
GCA_041747305.1	JBGTFK010000059.1	JBGTFK010000059.1_11	ArchPhaZ_patatin	11056	12375	-	
GCA_041747305.1	JBGTFK010000060.1	JBGTFK010000060.1_5	ArchPhaZ_patatin	3645	4871	-	
GCA_041747305.1	JBGTFK010000139.1	JBGTFK010000139.1_18	ArchPhaZ_patatin	14713	16131	+	
GCA_041747305.1	JBGTFK010000164.1	JBGTFK010000164.1_8	ArchPhaZ_patatin	4891	6327	-	BdhA
GCA_041747305.1	JBGTFK010000250.1	JBGTFK010000250.1_20	ArchPhaZ_patatin	20158	21354	-	
GCA_042138015.1	JBHIVA010000020.1	JBHIVA010000020.1_23	ArchPhaZ_patatin	27567	28763	+	
GCA_042138015.1	JBHIVA010000056.1	JBHIVA010000056.1_2	ArchPhaZ_patatin	207	1490	-	BdhA
GCA_042216105.1	JBDGUF010000037.1	JBDGUF010000037.1_1	ArchPhaZ_patatin	3	860	-	BdhA
GCA_042216835.1	JBDGTN010000097.1	JBDGTN010000097.1_27	ArchPhaZ_patatin	27104	28069	-	BdhA
GCA_042217345.1	JBDGSW010000079.1	JBDGSW010000079.1_23	ArchPhaZ_patatin	19936	21165	+	
GCA_042217345.1	JBDGSW010000014.1	JBDGSW010000014.1_5	ArchPhaZ_patatin	1659	2627	+	BdhA
GCA_042219425.1	JBDGPY010000004.1	JBDGPY010000004.1_8	ArchPhaZ_patatin	10055	11044	+	BdhA
GCA_042219595.1	JBDGPQ010000103.1	JBDGPQ010000103.1_17	ArchPhaZ_patatin	17871	18845	-	BdhA
GCA_042662785.1	JBHSYX010000001.1	JBHSYX010000001.1_53	ArchPhaZ_patatin	43696	45060	-	
GCA_042662785.1	JBHSYX010000001.1	JBHSYX010000001.1_89	ArchPhaZ_patatin	82894	83853	-	
GCA_042662785.1	JBHSYX010000001.1	JBHSYX010000001.1_2610	ArchPhaZ_patatin	2404686	2405654	-	
GCA_044507735.1	JBIQJB010000002.1	JBIQJB010000002.1_174	ArchPhaZ_patatin	145395	146705	-	
GCA_044507735.1	JBIQJB010000003.1	JBIQJB010000003.1_87	ArchPhaZ_patatin	81063	82229	-	
GCA_044507735.1	JBIQJB010000001.1	JBIQJB010000001.1_259	ArchPhaZ_patatin	241671	243170	+	
GCA_044869655.1	JBIOXM010000063.1	JBIOXM010000063.1_1	ArchPhaZ_patatin	3	803	+	
GCA_044869655.1	JBIOXM010000114.1	JBIOXM010000114.1_5	ArchPhaZ_patatin	3077	4279	-	
GCA_044869655.1	JBIOXM010000296.1	JBIOXM010000296.1_1	ArchPhaZ_patatin	2	820	-	
GCA_044870745.1	JBIOZE010000028.1	JBIOZE010000028.1_17	ArchPhaZ_patatin	16284	17771	-	
GCA_044870745.1	JBIOZE010000028.1	JBIOZE010000028.1_34	ArchPhaZ_patatin	32596	34068	-	
GCA_044870745.1	JBIOZE010000029.1	JBIOZE010000029.1_8	ArchPhaZ_patatin	7651	8988	+	
GCA_044870745.1	JBIOZE010000036.1	JBIOZE010000036.1_11	ArchPhaZ_patatin	11600	13090	+	
GCA_044870745.1	JBIOZE010000121.1	JBIOZE010000121.1_14	ArchPhaZ_patatin	10732	11919	-	
GCA_044870765.1	JBIOZG010000047.1	JBIOZG010000047.1_1	ArchPhaZ_patatin	1	1290	+	
GCA_044870765.1	JBIOZG010000054.1	JBIOZG010000054.1_77	ArchPhaZ_patatin	62582	63763	-	
GCA_045808425.1	JBJMFM010000016.1	JBJMFM010000016.1_3	ArchPhaZ_patatin	2396	3619	+	
GCA_045808425.1	JBJMFM010000044.1	JBJMFM010000044.1_21	ArchPhaZ_patatin	14654	16063	+	
GCA_045808425.1	JBJMFM010000149.1	JBJMFM010000149.1_5	ArchPhaZ_patatin	4245	5672	+	
GCA_045808425.1	JBJMFM010000153.1	JBJMFM010000153.1_4	ArchPhaZ_patatin	3409	4563	+	
GCA_045808425.1	JBJMFM010000281.1	JBJMFM010000281.1_10	ArchPhaZ_patatin	9934	11211	+	BdhA
GCA_045809585.1	JBJMEE010000006.1	JBJMEE010000006.1_4	ArchPhaZ_patatin	2371	3510	+	BdhA
GCA_045809625.1	JBJMEA010000029.1	JBJMEA010000029.1_3	ArchPhaZ_patatin	3726	5051	-	
GCA_045809625.1	JBJMEA010000062.1	JBJMEA010000062.1_11	ArchPhaZ_patatin	9699	11111	-	
GCA_045809625.1	JBJMEA010000090.1	JBJMEA010000090.1_10	ArchPhaZ_patatin	8219	9682	+	BdhA
GCA_045809625.1	JBJMEA010000117.1	JBJMEA010000117.1_5	ArchPhaZ_patatin	3509	4747	-	
GCA_046292705.1	JBKBQK010000002.1	JBKBQK010000002.1_23	ArchPhaZ_patatin	15478	16644	-	
GCA_046299465.1	JBKBIE010000007.1	JBKBIE010000007.1_35	ArchPhaZ_patatin	26093	27241	-	BdhA
GCA_046482755.1	JAWOEO010000125.1	JAWOEO010000125.1_3	ArchPhaZ_patatin	1731	2744	-	BdhA
GCA_046715515.1	JBKJYK010000110.1	JBKJYK010000110.1_2	ArchPhaZ_patatin	169	1284	-	
GCA_046715515.1	JBKJYK010000179.1	JBKJYK010000179.1_4	ArchPhaZ_patatin	1978	3219	+	
GCA_046715515.1	JBKJYK010000256.1	JBKJYK010000256.1_3	ArchPhaZ_patatin	2179	3411	-	
GCA_046715515.1	JBKJYK010000259.1	JBKJYK010000259.1_2	ArchPhaZ_patatin	389	1777	+	
GCA_046724555.1	JBKOWU010000101.1	JBKOWU010000101.1_1	ArchPhaZ_patatin	1	837	-	
GCA_046724555.1	JBKOWU010000163.1	JBKOWU010000163.1_10	ArchPhaZ_patatin	8011	9420	-	
GCA_046724555.1	JBKOWU010000280.1	JBKOWU010000280.1_12	ArchPhaZ_patatin	9623	10903	+	
GCA_046728425.1	JBKPEN010000144.1	JBKPEN010000144.1_6	ArchPhaZ_patatin	3882	4775	+	
GCA_046728425.1	JBKPEN010000275.1	JBKPEN010000275.1_5	ArchPhaZ_patatin	4305	5717	+	
GCA_046728425.1	JBKPEN010000065.1	JBKPEN010000065.1_7	ArchPhaZ_patatin	7527	8714	+	BdhA
GCA_046728625.1	JBKPEX010000077.1	JBKPEX010000077.1_2	ArchPhaZ_patatin	311	1498	-	
GCA_046728625.1	JBKPEX010000244.1	JBKPEX010000244.1_2	ArchPhaZ_patatin	895	1644	-	
GCA_046729135.1	JBKPGB010000057.1	JBKPGB010000057.1_5	ArchPhaZ_patatin	2228	3706	-	
GCA_046729135.1	JBKPGB010000073.1	JBKPGB010000073.1_4	ArchPhaZ_patatin	2125	3309	-	
GCA_046729135.1	JBKPGB010000090.1	JBKPGB010000090.1_1	ArchPhaZ_patatin	1	1254	+	
GCA_046729135.1	JBKPGB010000200.1	JBKPGB010000200.1_6	ArchPhaZ_patatin	4873	6330	+	
GCA_046729835.1	JBKPHJ010000015.1	JBKPHJ010000015.1_30	ArchPhaZ_patatin	21329	22045	+	
GCA_046729835.1	JBKPHJ010000200.1	JBKPHJ010000200.1_22	ArchPhaZ_patatin	19992	21275	+	
GCA_046729835.1	JBKPHJ010000286.1	JBKPHJ010000286.1_1	ArchPhaZ_patatin	313	1515	-	
GCA_046729835.1	JBKPHJ010000347.1	JBKPHJ010000347.1_3	ArchPhaZ_patatin	2829	4088	-	
GCA_046729835.1	JBKPHJ010000394.1	JBKPHJ010000394.1_3	ArchPhaZ_patatin	2600	4084	+	
GCA_046729835.1	JBKPHJ010000437.1	JBKPHJ010000437.1_1	ArchPhaZ_patatin	3	983	+	
GCA_046729835.1	JBKPHJ010000491.1	JBKPHJ010000491.1_21	ArchPhaZ_patatin	20747	22057	-	BdhA
GCA_046731995.1	JBKPMB010000042.1	JBKPMB010000042.1_12	ArchPhaZ_patatin	9881	11293	-	
GCA_046731995.1	JBKPMB010000130.1	JBKPMB010000130.1_7	ArchPhaZ_patatin	3189	4631	-	
GCA_046731995.1	JBKPMB010000168.1	JBKPMB010000168.1_9	ArchPhaZ_patatin	6690	7736	+	
GCA_046731995.1	JBKPMB010000257.1	JBKPMB010000257.1_17	ArchPhaZ_patatin	13409	14833	+	
