genome	patatin_copies
GCA_963976645.1	1
GCA_963976655.1	1
GCA_963976695.1	1
GCA_963976795.1	1
GCA_963976885.1	2
GCA_963977275.1	1
GCA_963977485.1	3
GCA_963977495.1	1
GCA_963977835.1	4
GCA_963978075.1	1
GCA_963990595.1	4
GCA_963992225.1	2
GCA_963996595.1	3
GCA_964009795.1	1
GCA_964010045.1	1
GCA_964010795.1	1
GCA_964013055.1	1
GCA_964013445.1	1
GCA_964015995.1	1
GCA_964016105.1	2
GCA_964022195.1	1
GCA_964022225.1	1
GCA_964022245.1	1
GCA_964022585.1	1
GCA_964022595.1	1
GCA_964031875.1	3
GCA_964194245.1	7
GCA_964194625.1	2
GCA_964194675.1	1
GCA_964195035.1	1
GCA_964195095.1	2
GCA_964195105.1	2
GCA_964195285.1	1
GCA_964195565.1	1
GCA_964196015.1	1
GCA_964196385.1	2
GCA_964199985.1	1
GCA_964201195.1	1
GCA_964201255.1	1
GCA_964201305.1	1
GCA_964201315.1	1
GCA_964201515.1	2
GCA_964201575.1	1
GCA_964201945.1	1
GCA_964202115.1	2
GCA_964202365.1	1
GCA_964202685.1	1
GCA_964202905.1	2
GCA_964203105.1	1
GCA_964203225.1	1
GCA_964203275.1	1
GCA_964203415.1	1
GCA_964203565.1	1
GCA_964211495.1	1
GCA_964219355.1	3
GCA_964220165.1	1
GCA_964221795.1	1
GCA_964224285.1	1
GCA_964224415.1	1
GCA_964226685.1	1
GCA_964228845.1	2
GCA_964228885.1	1
GCA_964229025.1	1
GCA_964229355.1	2
GCA_964230745.1	1
GCA_964235485.1	1
GCA_964235495.1	1
GCA_964235545.1	1
GCA_964235765.1	2
GCA_964236035.1	2
GCA_964236225.1	1
GCA_964236315.1	1
GCA_964236395.1	2
GCA_964236415.1	1
GCA_964236585.1	1
GCA_964236615.1	2
GCA_964236695.1	1
GCA_964236755.1	1
GCA_964236835.1	1
GCA_964236935.1	1
GCA_964236955.1	3
GCA_964237315.1	2
GCA_964242015.1	2
GCA_964242035.1	1
GCA_964242145.1	3
GCA_964242215.1	2
GCA_964242295.1	2
GCA_964242305.1	1
GCA_964242325.1	1
GCA_964242415.1	2
GCA_964242575.1	3
GCA_964242595.1	1
GCA_964242725.1	2
GCA_964242925.1	2
GCA_964242935.1	1
GCA_964243265.1	1
GCA_964243325.1	1
GCA_964243365.1	1
GCA_964243445.1	2
GCA_964244245.1	3
GCA_964244395.1	2
GCA_964244585.1	1
GCA_964244655.1	1
GCA_964244695.1	1
GCA_964244735.1	2
GCA_964244765.1	1
GCA_964244815.1	1
GCA_964244825.1	1
GCA_964245075.1	2
GCA_964245505.1	1
GCA_964245545.1	1
GCA_964245585.1	1
GCA_964245595.1	1
GCA_964245915.1	1
GCA_964245925.1	1
GCA_964245955.1	1
GCA_964246005.1	1
GCA_964246185.1	1
GCA_964246245.1	1
GCA_964246585.1	1
GCA_964246615.1	1
GCA_964246775.1	1
GCA_964246785.1	2
GCA_964246905.1	1
GCA_964246945.1	1
GCA_964246975.1	1
GCA_964247075.1	4
GCA_964247105.1	1
GCA_964247175.1	2
GCA_964247195.1	2
GCA_964247205.1	2
GCA_964247225.1	1
GCA_964247235.1	1
GCA_964247245.1	2
GCA_964247265.1	1
GCA_964247405.1	1
GCA_964247465.1	2
GCA_964247675.1	1
GCA_964247705.1	1
GCA_964247805.1	1
GCA_964248015.1	1
GCA_964249215.1	1
GCA_964249365.1	2
GCA_964249675.1	1
GCA_964249855.1	1
GCA_964249945.1	1
GCA_964250175.1	1
GCA_964250185.1	1
GCA_964250265.1	2
GCA_964250725.1	1
GCA_964250755.1	3
GCA_964250765.1	1
GCA_964250815.1	1
GCA_964250825.1	1
GCA_964250865.1	1
GCA_964250915.1	2
GCA_964250925.1	1
GCA_964251035.1	4
GCA_964251455.1	1
GCA_964252005.1	1
GCA_964252625.1	1
GCA_964263755.1	2
GCA_964291515.2	1
GCA_964291525.2	1
GCA_964291975.1	1
GCA_964293845.1	3
GCA_964342265.1	2
GCA_964342335.1	1
GCA_964342355.1	1
GCA_964342365.1	2
GCA_964342395.1	3
GCA_964342455.1	1
GCA_964342585.1	1
GCA_964342855.1	2
GCA_964343765.1	1
GCA_964343915.1	1
GCA_964344085.1	1
GCA_964344345.1	1
GCA_964344355.1	1
GCA_964344575.1	2
GCA_964344935.1	1
GCA_964344945.1	2
GCA_964345285.1	1
GCA_964345605.1	1
GCA_964346045.1	1
GCA_964346065.1	1
GCA_964346335.1	1
GCA_964346545.1	2
GCA_964346715.1	2
GCA_964347475.1	1
GCA_964347935.1	1
GCA_964347985.1	2
GCA_964348275.1	1
GCA_964348545.1	1
GCA_964349375.1	1
GCA_964350225.1	1
GCA_964350415.1	3
GCA_964350435.1	1
GCA_964350445.1	2
GCA_964350465.1	1
GCA_964350695.1	1
GCA_964350795.1	1
GCA_964350925.1	2
GCA_964351065.1	1
GCA_964351135.1	1
GCA_964351155.1	1
GCA_964351195.1	1
GCA_964351245.1	1
GCA_964351355.1	1
GCA_964351365.1	1
GCA_964351665.1	1
GCA_964351695.1	1
GCA_964351755.1	1
GCA_964351785.1	2
GCA_964351795.1	1
GCA_964351875.1	1
GCA_964351895.1	2
GCA_964351955.1	1
GCA_964351995.1	1
GCA_964352055.1	3
GCA_964352105.1	1
GCA_964352155.1	1
GCA_964352165.1	1
GCA_964352295.1	1
GCA_964352355.1	1
GCA_964352375.1	1
GCA_964352385.1	2
GCA_964352435.1	2
GCA_964352445.1	1
GCA_964352485.1	1
GCA_964352535.1	1
GCA_964352815.1	1
GCA_964352845.1	2
GCA_964352865.1	1
GCA_964352905.1	1
GCA_964352985.1	2
GCA_964352995.1	3
GCA_964353555.1	2
GCA_964353695.1	1
GCA_964353935.1	1
GCA_964354035.1	1
GCA_964354355.1	3
GCA_964354425.1	2
GCA_964354675.1	1
GCA_964354895.1	1
GCA_964355075.1	1
GCA_964355195.1	2
GCA_964356325.1	1
GCA_964356715.1	2
GCA_964356785.1	1
GCA_964360125.1	3
GCA_964363305.1	1
GCA_964365845.1	2
GCA_964367815.1	1
GCA_964367915.1	4
GCA_964368875.1	1
GCA_964369025.1	1
GCA_964369315.1	1
GCA_964369545.1	1
GCA_964370945.1	2
GCA_964371235.1	1
GCA_964371355.1	2
GCA_964371405.1	3
GCA_964371495.1	2
GCA_964371655.1	1
GCA_964372055.1	2
GCA_964372105.1	1
GCA_964372215.1	3
GCA_964372525.1	1
GCA_964373105.1	1
GCA_964373965.1	4
GCA_964383295.1	1
GCA_964383775.1	1
GCA_964383855.1	3
GCA_964383875.1	1
GCA_964383995.1	2
GCA_964384025.1	1
GCA_964384225.1	2
GCA_964384275.1	1
GCA_964384315.1	1
GCA_964384335.1	1
GCA_964384495.1	1
GCA_964384605.1	1
GCA_964384635.1	1
GCA_964384815.1	1
GCA_964384925.1	2
GCA_964385265.1	2
GCA_964385505.1	1
GCA_964386045.1	2
GCA_964386195.1	1
GCA_964386295.1	1
GCA_964386345.1	1
GCA_964386545.1	1
GCA_964386725.1	1
GCA_964387075.1	1
GCA_964387155.1	1
GCA_964387245.1	2
GCA_964387485.1	2
GCA_964387655.1	1
GCA_964387775.1	1
GCA_964388005.1	4
GCA_964388115.1	2
GCA_964388325.1	1
GCA_964389045.1	1
GCA_964389095.1	1
GCA_964389235.1	2
GCA_964389335.1	1
GCA_964389425.1	1
GCA_964389795.1	2
GCA_964390025.1	1
GCA_964390215.1	3
GCA_964390235.1	1
GCA_964390445.1	1
GCA_964390455.1	3
GCA_964390465.1	1
GCA_964390775.1	1
GCA_964391025.1	1
GCA_964391345.1	1
GCA_964391555.1	1
GCA_964391575.1	2
GCA_964391905.1	2
GCA_964391945.1	2
GCA_964392045.1	1
GCA_964392195.1	1
GCA_964392295.1	1
GCA_964392325.1	1
GCA_964392775.1	1
GCA_964392825.1	1
GCA_964392845.1	1
GCA_964393195.1	1
GCA_964393275.1	3
GCA_964393375.1	3
GCA_964393565.1	1
GCA_964393625.1	2
GCA_964393745.1	1
GCA_964394115.1	1
GCA_964394185.1	1
GCA_964394585.1	1
GCA_964394615.1	2
GCA_964394715.1	1
GCA_964394965.1	2
GCA_964395195.1	1
GCA_964395305.1	4
GCA_964395315.1	1
GCA_964395715.1	1
GCA_964395805.1	1
GCA_964395875.1	1
GCA_964396135.1	1
GCA_964396175.1	4
GCA_964396205.1	1
GCA_964396345.1	1
GCA_964396485.1	2
GCA_964396575.1	1
GCA_964396695.1	2
GCA_964396895.1	2
GCA_964397005.1	2
GCA_964397055.1	1
GCA_964397205.1	2
GCA_964397465.1	1
GCA_964397775.1	2
GCA_964398335.1	3
GCA_964398415.1	2
GCA_964399515.1	2
GCA_964399635.1	1
GCA_964399985.1	1
GCA_964399995.1	1
GCA_964400185.1	1
GCA_964400345.1	1
GCA_964400595.1	1
GCA_964400745.1	2
GCA_964400915.1	1
GCA_964401005.1	1
GCA_964401155.1	1
GCA_964401305.1	3
GCA_964401555.1	1
GCA_964401565.1	1
GCA_964401935.1	2
GCA_964402225.1	1
GCA_964402265.1	1
GCA_964402495.1	1
GCA_964402505.1	2
GCA_964402685.1	2
GCA_964402765.1	3
GCA_964402805.1	1
GCA_964403135.1	1
GCA_964403435.1	1
GCA_964403515.1	2
GCA_964403915.1	1
GCA_964403955.1	2
GCA_964404085.1	1
GCA_964404305.1	1
GCA_964404335.1	2
GCA_964404505.1	1
GCA_964404545.1	2
GCA_964404815.1	1
GCA_964404985.1	2
GCA_964405465.1	1
GCA_964405685.1	2
GCA_964405865.1	1
GCA_964405915.1	1
GCA_964405975.1	1
GCA_964406155.1	4
GCA_964406355.1	2
GCA_964406445.1	1
GCA_964406535.1	3
GCA_964406585.1	1
GCA_964406645.1	1
GCA_964406855.1	1
GCA_964407075.1	1
GCA_964407125.1	1
GCA_964407155.1	1
GCA_964407355.1	1
GCA_964407665.1	2
GCA_964407825.1	1
GCA_964407855.1	1
GCA_964407945.1	1
GCA_964408005.1	2
GCA_964408155.1	1
GCA_964408245.1	2
GCA_964408405.1	2
GCA_964409085.1	1
GCA_964409495.1	2
GCA_964409675.1	2
GCA_964409695.1	1
GCA_964409995.1	1
GCA_964410065.1	1
GCA_964410115.1	1
GCA_964411025.1	1
GCA_964411125.1	2
GCA_964411265.1	1
GCA_964411425.1	1
GCA_964411965.1	3
GCA_964412385.1	2
GCA_964412505.1	1
GCA_964412525.1	3
GCA_964412785.1	1
GCA_964412845.1	3
GCA_964412955.1	1
GCA_964412975.1	1
GCA_964413325.1	1
GCA_964413475.1	1
GCA_964413485.1	4
GCA_964413815.1	2
GCA_964413925.1	2
GCA_964414165.1	1
GCA_964414365.1	3
GCA_964414595.1	2
GCA_964415115.1	1
GCA_964415205.1	1
GCA_964415255.1	2
GCA_964415285.1	1
GCA_964415505.1	1
GCA_964415585.1	3
GCA_964415675.1	1
GCA_964416235.1	2
GCA_964416315.1	1
GCA_964416335.1	2
GCA_964416435.1	2
GCA_964417745.1	1
GCA_964417885.1	3
GCA_964418365.1	1
GCA_964418575.1	2
GCA_964418745.1	5
GCA_964419295.1	1
GCA_964419305.1	1
GCA_964419545.1	4
GCA_964419605.1	1
GCA_964419865.1	1
GCA_964419905.1	1
GCA_964419935.1	1
GCA_964420105.1	2
GCA_964420785.1	1
GCA_964420975.1	3
GCA_964421485.1	3
GCA_964421675.1	1
GCA_964421785.1	2
GCA_964421805.1	1
GCA_964421835.1	1
GCA_964421935.1	1
GCA_964422045.1	1
GCA_964422305.1	3
GCA_964422345.1	2
GCA_964422575.1	2
GCA_964422715.1	1
GCA_964422775.1	1
GCA_964422885.1	1
GCA_964423075.1	2
GCA_964423095.1	1
GCA_964423155.1	1
GCA_964423245.1	2
GCA_964423455.1	1
GCA_964423525.1	2
GCA_964423615.1	1
GCA_964423745.1	2
GCA_964423825.1	1
GCA_964424045.1	6
GCA_964424065.1	1
GCA_964424415.1	3
GCA_964424515.1	1
GCA_964424535.1	1
GCA_964424815.1	1
GCA_964424975.1	2
GCA_964424995.1	1
GCA_964425025.1	4
GCA_964425135.1	1
GCA_964425195.1	1
GCA_964425315.1	3
GCA_964425695.1	1
GCA_964426485.1	2
GCA_964426935.1	1
GCA_964427005.1	1
GCA_964427205.1	1
GCA_964427415.1	1
GCA_964427535.1	3
GCA_964428035.1	5
GCA_964428045.1	2
GCA_964428065.1	1
GCA_964428215.1	2
GCA_964428605.1	2
GCA_964429195.1	1
GCA_964429245.1	1
GCA_964429305.1	1
GCA_964429685.1	2
GCA_964429865.1	1
GCA_964429935.1	1
GCA_964430565.1	1
GCA_964430685.1	3
GCA_964430795.1	1
GCA_964431215.1	2
GCA_964431425.1	2
GCA_964431515.1	1
GCA_964431545.1	1
GCA_964431605.1	1
GCA_964431955.1	1
GCA_964432075.1	1
GCA_964432095.1	2
GCA_964432385.1	1
GCA_964432415.1	1
GCA_964432695.1	2
GCA_964432875.1	2
GCA_964433345.1	1
GCA_964433375.1	1
GCA_964433995.1	1
GCA_964434035.1	5
GCA_964434345.1	1
GCA_964434855.1	1
GCA_964435055.1	1
GCA_964435165.1	1
GCA_964435845.1	5
GCA_964436025.1	1
GCA_964436585.1	1
GCA_964436695.1	1
GCA_964436755.1	1
GCA_964437145.1	2
GCA_964437195.1	1
GCA_964437395.1	1
GCA_964437515.1	1
GCA_964437525.1	1
GCA_964437785.1	2
GCA_964438295.1	2
GCA_964438465.1	2
GCA_964438605.1	1
GCA_964438865.1	1
GCA_964438875.1	1
GCA_964439015.1	1
GCA_964439105.1	1
GCA_964439115.1	1
GCA_964439415.1	1
GCA_964439475.1	1
GCA_964439915.1	2
GCA_964440215.1	5
GCA_964441015.1	1
GCA_964441165.1	3
GCA_964441615.1	2
GCA_964441755.1	1
GCA_964441935.1	1
GCA_964442045.1	1
GCA_964442055.1	1
GCA_964442175.1	2
GCA_964442375.1	2
GCA_964442485.1	4
GCA_964442495.1	1
GCA_964442795.1	1
GCA_964442885.1	1
GCA_964442925.1	2
GCA_964443055.1	1
GCA_964443205.1	2
GCA_964443245.1	1
GCA_964443505.1	1
GCA_964443525.1	2
GCA_964443585.1	2
GCA_964443695.1	1
GCA_964443815.1	1
GCA_964443845.1	1
GCA_964443965.1	1
GCA_964444835.1	1
GCA_964445185.1	3
GCA_964445195.1	1
GCA_964445605.1	1
GCA_964446175.1	1
GCA_964446295.1	1
GCA_964446305.1	1
GCA_964446345.1	1
GCA_964446485.1	1
GCA_964446545.1	5
GCA_964446725.1	1
GCA_964446865.1	1
GCA_964447125.1	1
GCA_964447205.1	1
GCA_964447345.1	1
GCA_964447465.1	1
GCA_964447575.1	2
GCA_964447595.1	1
GCA_964448045.1	3
GCA_964448765.1	1
GCA_964448945.1	3
GCA_964449135.1	1
GCA_964449345.1	4
GCA_964449365.1	3
GCA_964449455.1	3
GCA_964449575.1	2
GCA_964449625.1	1
GCA_964449645.1	2
GCA_964449745.1	1
GCA_964449835.1	2
GCA_964450075.1	1
GCA_964450095.1	1
GCA_964450125.1	2
GCA_964450175.1	2
GCA_964450395.1	2
GCA_964450715.1	2
GCA_964450925.1	1
GCA_964450945.1	1
GCA_964451265.1	2
GCA_964451365.1	2
GCA_964451415.1	1
GCA_964451475.1	1
GCA_964451725.1	1
GCA_964451735.1	2
GCA_964451925.1	2
GCA_964453105.1	3
GCA_964453155.1	2
GCA_964453295.1	2
GCA_964453355.1	1
GCA_964453495.1	1
GCA_964453555.1	7
GCA_964453565.1	1
GCA_964454005.1	1
GCA_964454015.1	1
GCA_964454145.1	1
GCA_964454485.1	2
GCA_964454545.1	2
GCA_964454795.1	2
GCA_964454855.1	2
GCA_964454955.1	4
GCA_964455095.1	3
GCA_964455325.1	3
GCA_964456005.1	2
GCA_964456015.1	2
GCA_964456185.1	1
GCA_964456215.1	2
GCA_964456755.1	1
GCA_964456995.1	1
GCA_964457335.1	1
GCA_964457695.1	3
GCA_964457865.1	1
GCA_964458115.1	1
GCA_964458245.1	2
GCA_964458265.1	2
GCA_964458605.1	1
GCA_964458725.1	1
GCA_964458795.1	2
GCA_964459085.1	1
GCA_964459555.1	1
GCA_964459735.1	3
GCA_964459765.1	8
GCA_964459885.1	1
GCA_964460035.1	3
GCA_964460185.1	1
GCA_964460425.1	6
GCA_964460465.1	3
GCA_964460675.1	1
GCA_964460955.1	1
GCA_964461055.1	2
GCA_964461315.1	1
GCA_964461525.1	4
GCA_964461925.1	1
GCA_964462035.1	2
GCA_964462055.1	1
GCA_964462165.1	1
GCA_964462265.1	1
GCA_964462475.1	1
GCA_964462745.1	1
GCA_964462985.1	1
GCA_964463485.1	1
GCA_964464185.1	1
GCA_964464395.1	1
GCA_964464485.1	1
GCA_964464515.1	2
GCA_964465175.1	2
GCA_964465435.1	1
GCA_964465485.1	1
GCA_964465935.1	2
GCA_964466115.1	1
GCA_964466435.1	2
GCA_964466605.1	3
GCA_964466745.1	1
GCA_964466965.1	1
GCA_964467005.1	1
GCA_964467255.1	1
GCA_964467445.1	1
GCA_964467505.1	1
GCA_964467875.1	1
GCA_964467935.1	2
GCA_964468045.1	1
GCA_964468105.1	3
GCA_964468125.1	1
GCA_964468165.1	1
GCA_964468395.1	2
GCA_964468635.1	1
GCA_964468905.1	6
GCA_964469455.1	1
GCA_964469525.1	2
GCA_964469635.1	2
GCA_964469835.1	2
GCA_964469905.1	1
GCA_964470015.1	2
GCA_964470155.1	1
GCA_964470455.1	2
GCA_964470545.1	3
GCA_964470565.1	3
GCA_964470595.1	1
GCA_964470865.1	3
GCA_964471355.1	1
GCA_964471485.1	1
GCA_964471535.1	1
GCA_964471595.1	1
GCA_964471635.1	5
GCA_964471665.1	1
GCA_964471705.1	1
GCA_964471725.1	1
GCA_964471815.1	1
GCA_964472095.1	2
GCA_964472435.1	2
GCA_964473055.1	1
GCA_964473225.1	1
GCA_964473595.1	1
GCA_964473645.1	3
GCA_964473655.1	1
GCA_964473955.1	1
GCA_964474065.1	1
GCA_964474225.1	2
GCA_964474265.1	1
GCA_964474395.1	1
GCA_964474575.1	1
GCA_964474635.1	2
GCA_964474665.1	1
GCA_964474925.1	2
GCA_964475125.1	2
GCA_964475235.1	3
GCA_964475635.1	2
GCA_964475675.1	1
GCA_964475765.1	1
GCA_964476005.1	1
GCA_964476185.1	2
GCA_964476235.1	1
GCA_964476255.1	2
GCA_964476315.1	1
GCA_964476495.1	1
GCA_964476625.1	2
GCA_964476875.1	1
GCA_964477215.1	1
GCA_964477375.1	1
GCA_964477695.1	2
GCA_964477985.1	6
GCA_964478155.1	1
GCA_964478285.1	1
GCA_964478365.1	1
GCA_964478525.1	4
GCA_964478625.1	2
GCA_964478635.1	3
GCA_964478775.1	1
GCA_964478885.1	1
GCA_964479045.1	2
GCA_964479195.1	4
GCA_964479275.1	1
GCA_964479515.1	1
GCA_964479805.1	1
GCA_964480105.1	2
GCA_964480175.1	1
GCA_964480235.1	4
GCA_964480455.1	4
GCA_964481035.1	3
GCA_964481045.1	2
GCA_964481165.1	2
GCA_964481425.1	1
GCA_964481615.1	1
GCA_964481865.1	1
GCA_964481895.1	1
GCA_964482025.1	1
GCA_964482415.1	2
GCA_964483365.1	1
GCA_964483375.1	2
GCA_964483775.1	3
GCA_964483855.1	2
GCA_964484035.1	1
GCA_964484195.1	1
GCA_964484345.1	1
GCA_964484435.1	2
GCA_964484475.1	2
GCA_964484565.1	1
GCA_964484585.1	1
GCA_964484855.1	1
GCA_964485225.1	2
GCA_964486185.1	1
GCA_964486575.1	3
GCA_964486635.1	1
GCA_964486795.1	2
GCA_964486865.1	1
GCA_964487025.1	2
GCA_964487105.1	2
GCA_964487155.1	4
GCA_964487265.1	2
GCA_964487455.1	1
GCA_964487605.1	3
GCA_964487715.1	1
GCA_964488065.1	3
GCA_964488145.1	1
GCA_964488395.1	1
GCA_964488605.1	1
GCA_964488865.1	1
GCA_964488915.1	1
GCA_964488965.1	4
GCA_964489055.1	1
GCA_964489185.1	1
GCA_964489925.1	1
GCA_964490415.1	2
GCA_964490445.1	2
GCA_964491435.1	1
GCA_964491665.1	1
GCA_964491865.1	2
GCA_964491995.1	1
GCA_964492175.1	2
GCA_964492345.1	1
GCA_964492355.1	2
GCA_964492475.1	1
GCA_964492485.1	1
GCA_964492535.1	2
GCA_964492845.1	1
GCA_964492965.1	1
GCA_964493225.1	1
GCA_964493285.1	2
GCA_964493765.1	2
GCA_964493785.1	3
GCA_964493795.1	1
GCA_964494065.1	4
GCA_964494305.1	3
GCA_964494755.1	1
GCA_964494895.1	3
GCA_964495125.1	3
GCA_964495185.1	2
GCA_964495295.1	1
GCA_964495565.1	1
GCA_964495595.1	1
GCA_964495705.1	1
GCA_964495745.1	2
GCA_964496045.1	1
GCA_964496435.1	4
GCA_964496805.1	3
GCA_964496915.1	1
GCA_964497145.1	1
GCA_964497275.1	1
GCA_964497485.1	2
GCA_964497585.1	1
GCA_964497705.1	1
GCA_964497775.1	1
GCA_964497795.1	1
GCA_964497825.1	2
GCA_964497925.1	1
GCA_964498075.1	1
GCA_964498105.1	2
GCA_964498125.1	4
GCA_964498215.1	1
GCA_964498255.1	2
GCA_964498625.1	1
GCA_964498645.1	2
GCA_964498815.1	3
GCA_964498835.1	1
GCA_964498995.1	2
GCA_964499205.1	4
GCA_964500115.1	1
GCA_964500425.1	2
GCA_964500605.1	2
GCA_964500675.1	2
GCA_964500805.1	4
GCA_964501235.1	1
GCA_964501915.1	1
GCA_964502005.1	1
GCA_964502035.1	2
GCA_964502105.1	1
GCA_964502115.1	2
GCA_964502175.1	1
GCA_964502185.1	2
GCA_964502215.1	2
GCA_964502325.1	1
GCA_964502705.1	3
GCA_964503015.1	2
GCA_964503125.1	1
GCA_964503295.1	1
GCA_964503485.1	2
GCA_964504185.1	2
GCA_964504655.1	3
GCA_964504685.1	1
GCA_964504705.1	4
GCA_964504845.1	1
GCA_964504865.1	2
GCA_964505365.1	3
GCA_964505725.1	1
GCA_964506345.1	1
GCA_964506685.1	1
GCA_964506885.1	2
GCA_964507195.1	1
GCA_964507535.1	1
GCA_964507585.1	3
GCA_964507915.1	3
GCA_964508485.1	3
GCA_964508635.1	1
GCA_964508695.1	1
GCA_964508915.1	1
GCA_964509025.1	3
GCA_964509095.1	1
GCA_964509355.1	1
GCA_964509395.1	1
GCA_964509525.1	2
GCA_964509545.1	3
GCA_964509625.1	1
GCA_964509685.1	2
GCA_964510015.1	1
GCA_964510145.1	1
GCA_964510405.1	4
GCA_964510455.1	1
GCA_964510815.1	1
GCA_964511015.1	1
GCA_964511255.1	2
GCA_964511405.1	2
GCA_964511505.1	1
GCA_964511535.1	1
GCA_964511605.1	1
GCA_964511625.1	1
GCA_964511815.1	3
GCA_964511855.1	2
GCA_964512225.1	6
GCA_964512305.1	4
GCA_964513625.1	1
GCA_964513955.1	3
GCA_964514045.1	2
GCA_964514085.1	1
GCA_964514295.1	1
GCA_964514485.1	1
GCA_964514775.1	2
GCA_964514885.1	1
GCA_964515145.1	2
GCA_964515155.1	2
GCA_964515685.1	2
GCA_964515755.1	1
GCA_964515945.1	1
GCA_964516115.1	1
GCA_964516465.1	2
GCA_964516635.1	2
GCA_964517305.1	1
GCA_964517465.1	2
GCA_964517515.1	1
GCA_964517545.1	2
GCA_964518615.1	1
GCA_964518725.1	2
GCA_964518735.1	1
GCA_964519175.1	1
GCA_964519595.1	1
GCA_964519665.1	1
GCA_964519695.1	2
GCA_964519755.1	1
GCA_964519795.1	2
GCA_964519895.1	2
GCA_964520075.1	1
GCA_964520155.1	1
GCA_964520265.1	3
GCA_964520365.1	3
GCA_964520755.1	1
GCA_964521045.1	1
GCA_964521075.1	2
GCA_964521405.1	2
GCA_964521615.1	1
GCA_964521935.1	2
GCA_964522235.1	2
GCA_964522485.1	1
GCA_964522525.1	3
GCA_964522655.1	1
GCA_964522745.1	2
GCA_964523045.1	3
GCA_964523195.1	2
GCA_964523345.1	1
GCA_964523415.1	1
GCA_964523435.1	1
GCA_964523745.1	1
GCA_964523755.1	2
GCA_964523885.1	2
GCA_964524005.1	1
GCA_964524065.1	2
GCA_964524185.1	2
GCA_964524855.1	4
GCA_964524885.1	2
GCA_964525125.1	1
GCA_964525155.1	1
GCA_964525545.1	2
GCA_964525615.1	1
GCA_964525715.1	3
GCA_964525945.1	1
GCA_964526035.1	1
GCA_964526565.1	2
GCA_964526675.1	2
GCA_964527055.1	1
GCA_964527085.1	1
GCA_964527285.1	3
GCA_964527675.1	1
GCA_964527745.1	1
GCA_964527755.1	4
GCA_964528035.1	1
GCA_964528415.1	2
GCA_964528465.1	2
GCA_964528635.1	2
GCA_964528705.1	2
GCA_964528855.1	1
GCA_964528965.1	1
GCA_964528975.1	1
GCA_964529135.1	1
GCA_964529155.1	1
GCA_964529175.1	1
GCA_964529225.1	1
GCA_964529505.1	2
GCA_964529675.1	2
GCA_964530085.1	1
GCA_964530115.1	2
GCA_964530305.1	2
GCA_964530335.1	2
GCA_964530405.1	3
GCA_964530695.1	1
GCA_964530895.1	3
GCA_964531095.1	5
GCA_964531195.1	1
GCA_964531285.1	1
GCA_964531295.1	1
GCA_964531455.1	2
GCA_964531525.1	1
GCA_964531605.1	2
GCA_964531755.1	3
GCA_964531795.1	3
GCA_964532105.1	1
GCA_964532255.1	2
GCA_964532545.1	2
GCA_964532905.1	1
GCA_964533495.1	1
GCA_964533575.1	1
GCA_964533585.1	2
GCA_964533625.1	1
GCA_964533955.1	4
GCA_964534275.1	2
GCA_964534315.1	2
GCA_964534375.1	1
GCA_964534585.1	2
GCA_964534975.1	2
GCA_964535225.1	2
GCA_964535605.1	2
GCA_964535825.1	2
GCA_964535865.1	1
GCA_964536175.1	1
GCA_964536245.1	1
GCA_964536335.1	1
GCA_964537235.1	1
GCA_964537285.1	2
GCA_964537365.1	1
GCA_964537655.1	1
GCA_964537685.1	1
GCA_964538505.1	3
GCA_964538565.1	2
GCA_964538845.1	2
GCA_964538895.1	1
GCA_964538945.1	2
GCA_964539025.1	1
GCA_964539635.1	1
GCA_964539685.1	2
GCA_964539745.1	4
GCA_964539755.1	1
GCA_964539765.1	2
GCA_964539845.1	3
GCA_964540315.1	1
GCA_964540505.1	1
GCA_964540785.1	1
GCA_964540795.1	2
GCA_964540815.1	1
GCA_964541115.1	1
GCA_964541915.1	1
GCA_964542095.1	1
GCA_964542195.1	3
GCA_964542425.1	1
GCA_964542505.1	3
GCA_964542855.1	2
GCA_964543105.1	1
GCA_964543145.1	1
GCA_964543155.1	2
GCA_964543235.1	1
GCA_964543245.1	2
GCA_964543355.1	3
GCA_964543545.1	2
GCA_964543555.1	1
GCA_964543615.1	2
GCA_964544175.1	3
GCA_964544365.1	2
GCA_964544605.1	1
GCA_964544675.1	1
GCA_964544755.1	1
GCA_964545205.1	1
GCA_964545245.1	1
GCA_964545465.1	1
GCA_964545715.1	1
GCA_964546195.1	2
GCA_964546615.1	4
GCA_964546935.1	1
GCA_964547415.1	4
GCA_964547485.1	1
GCA_964547645.1	3
GCA_964547895.1	1
GCA_964548175.1	2
GCA_964548515.1	1
GCA_964549055.1	1
GCA_964549375.1	1
GCA_964549445.1	1
GCA_964549895.1	1
GCA_964549965.1	1
GCA_964550405.1	3
GCA_964550535.1	1
GCA_964550685.1	1
GCA_964550885.1	5
GCA_964551015.1	3
GCA_964551305.1	2
GCA_964551315.1	1
GCA_964551485.1	5
GCA_964551505.1	6
GCA_964551615.1	2
GCA_964551905.1	1
GCA_964552215.1	4
GCA_964552515.1	1
GCA_964552535.1	3
GCA_964553055.1	1
GCA_964553335.1	1
GCA_964553405.1	2
GCA_964554145.1	1
GCA_964554315.1	1
GCA_964554495.1	1
GCA_964554655.1	4
GCA_964555165.1	1
GCA_964555245.1	2
GCA_964555305.1	1
GCA_964555315.1	1
GCA_964555675.1	2
GCA_964556105.1	1
