accession	type	length
GCA_964652855.1|CAZZCJ010000005.1_63	SP	347
GCA_964653095.1|CAZZEH010000024.1_45	SP	375
GCA_964653165.1|CAZZEI010000012.1_26	SP	386
GCA_964653185.1|CAZZDX010000189.1_2	SP	374
GCA_964653495.1|CAZZFE010000039.1_24	SP	583
GCA_964653505.1|CAZZFN010000031.1_6	SP	338
GCA_964653555.1|CAZZFT010000044.1_5	SP	332
GCA_964653595.1|CAZZHH010000034.1_30	SP	330
GCA_964654045.1|CAZZHU010000077.1_8	SP	316
GCA_964654525.1|CAZZIY010000288.1_1	SP	403
GCA_964654535.1|CAZZIZ010000024.1_21	SP	379
GCA_964654535.1|CAZZIZ010000180.1_5	SP	384
GCA_964654735.1|CAZZML010000174.1_2	LIPO	326
GCA_964654755.1|CAZZJW010000062.1_13	SP	312
GCA_964654965.1|CAZZLF010000008.1_2	SP	304
GCA_964655655.1|CAZZPR010000026.1_1	SP	434
GCA_964655655.1|CAZZPR010000106.1_2	SP	319
GCA_964657295.1|CAZZVG010000567.1_3	LIPO	325
GCA_964657295.1|CAZZVG010000969.1_1	SP	299
GCA_964657905.1|CAZZXJ010000927.1_1	LIPO	316
GCA_964657925.1|CAZZWK010000004.1_95	LIPO	337
GCA_964658115.1|CAZZYA010000324.1_3	SP	318
GCA_964658135.1|CAZZXZ010000014.1_22	SP	347
GCA_964658145.1|CAZZYE010000773.1_3	LIPO	318
GCA_964658855.1|CBAAAS010000039.1_5	LIPO	315
GCA_964658855.1|CBAAAS010000063.1_12	LIPO	282
GCA_965116305.1|OZ220673.1_852	LIPO	382
GCA_965140445.1|OZ223236.1_2815	SP	333
GCA_965140515.1|OZ223251.1_2551	SP	347
GCA_965178655.1|OZ238266.1_1534	LIPO	307
GCA_965183875.1|CBCYMK010000003.1_48	SP	382
GCA_965183885.1|OZ238992.1_1601	SP	344
GCA_965195195.1|CBDAFF010000006.1_9	LIPO	323
GCA_965198975.1|OZ240680.1_369	SP	318
GCA_965200035.1|OZ241334.1_3192	SP	375
GCA_965200905.1|CBDAVN010000013.1_128	SP	300
GCA_965204375.1|OZ241986.1_762	SP	395
GCA_965204745.1|OZ242010.1_1732	LIPO	578
GCA_965205925.1|OZ242183.1_588	LIPO	366
GCA_965206965.1|OZ242254.1_703	SP	314
GCA_965208835.1|OZ242358.1_320	LIPO	300
GCA_965212125.1|OZ243045.1_35	LIPO	418
GCA_965212505.1|OZ243123.1_1655	SP	409
GCA_965212545.1|CBDBVB010000031.1_46	SP	407
GCA_965213645.1|CBDBZX010000008.1_154	LIPO	420
GCA_965213735.1|CBDCAB010000005.1_121	SP	383
GCA_965213925.1|OZ243927.1_2787	LIPO	433
GCA_965214415.1|CBDCBQ010000003.1_1501	SP	295
GCA_965215115.1|OZ244050.1_996	SP	652
GCA_965215215.1|OZ244043.1_1602	SP	387
GCA_965215565.1|CBDCDZ010000004.1_979	LIPO	413
GCA_965215855.1|CBDCER010000003.1_791	SP	358
GCA_965215855.1|CBDCER010000003.1_2570	SP	580
GCA_965216055.1|OZ244134.1_117	SP	310
GCA_965216365.1|CBDCFT010000064.1_17	SP	349
GCA_965216405.1|OZ244161.1_810	SP	326
GCA_965216645.1|CBDCGJ010000066.1_9	LIPO	312
GCA_965216665.1|OZ244194.1_2079	SP	366
GCA_965216935.1|OZ244217.1_3682	LIPO	821
GCA_965216945.1|CBDCGU010000003.1_2562	LIPO	334
GCA_965217855.1|CBDCJN010000045.1_149	SP	457
GCA_965218435.1|CBDCKW010000009.1_3696	SP	288
GCA_965220225.1|OZ244813.1_2488	SP	407
GCA_965220465.1|CBDCPZ010000019.1_123	SP	383
GCA_965220655.1|CBDCQO010000002.1_97	LIPO	415
GCA_965221615.1|OZ244904.1_639	SP	303
GCA_965222105.1|CBDCTQ010000057.1_28	SP	382
GCA_965222725.1|OZ244969.1_150	LIPO	295
GCA_965222975.1|CBDCVJ010000087.1_659	SP	392
GCA_965223045.1|CBDCVN010000013.1_269	SP	299
GCA_965223045.1|CBDCVN010000013.1_2742	SP	299
GCA_965223165.1|CBDCVQ010000018.1_372	LIPO	305
GCA_965223275.1|OZ244992.1_575	LIPO	357
GCA_965223385.1|CBDCWR010000006.1_549	SP	316
GCA_965223585.1|CBDCWW010000024.1_866	SP	318
GCA_965223785.1|OZ245017.1_1568	SP	306
GCA_965223835.1|CBDCXQ010000001.1_2336	SP	577
GCA_965223835.1|CBDCXQ010000001.1_2651	SP	573
GCA_965223835.1|CBDCXQ010000001.1_4039	SP	299
GCA_965223855.1|CBDCXM010000009.1_1214	SP	388
GCA_965224165.1|CBDCYM010000011.1_3555	SP	361
GCA_965224505.1|CBDCZL010000018.1_2020	LIPO	330
GCA_965224605.1|CBDCZP010000006.1_218	SP	336
GCA_965224625.1|CBDCZS010000003.1_431	SP	343
GCA_965224645.1|OZ245053.1_2613	LIPO	329
GCA_965224655.1|OZ245060.1_1255	LIPO	325
GCA_965224855.1|CBDDAI010000002.1_1779	SP	299
GCA_965225775.1|OZ245328.1_869	LIPO	432
GCA_965225775.1|OZ245328.1_4636	LIPO	332
GCA_965225775.1|OZ245328.1_5616	LIPO	362
GCA_965227065.1|CBDDFN010000017.1_64	SP	303
GCA_965227085.1|CBDDFO010000001.1_67	SP	335
GCA_965227405.1|OZ245758.1_1860	LIPO	328
GCA_965227405.1|OZ245758.1_3169	SP	330
GCA_965227435.1|CBDDGB010000001.1_168	LIPO	330
GCA_965227445.1|OZ245751.1_3874	SP	293
GCA_965227515.1|CBDDFZ010000001.1_1015	SP	298
GCA_965227535.1|OZ245761.1_173	SP	302
GCA_965227535.1|OZ245761.1_1018	SP	306
GCA_965227905.1|OZ245780.1_3033	LIPO	374
GCA_965227945.1|CBDDGQ010000006.1_329	SP	347
GCA_965228505.1|OZ245820.1_2151	SP	384
GCA_965228745.1|CBDDID010000004.1_3678	LIPO	299
GCA_965228895.1|OZ245842.1_3922	SP	304
GCA_965228955.1|OZ245848.1_3541	SP	739
GCA_965229105.1|OZ245858.1_853	SP	296
GCA_965229165.1|OZ245863.1_6	SP	385
GCA_965229195.1|OZ245871.1_1581	SP	384
GCA_965229195.1|OZ245871.1_2874	SP	409
GCA_965229265.1|CBDDIY010000011.1_512	SP	295
GCA_965229335.1|OZ245874.1_2897	SP	303
GCA_965229565.1|OZ245888.1_1723	SP	334
GCA_965229635.1|OZ245894.1_67	LIPO	312
GCA_965230145.1|CBDDKI010000002.1_1667	SP	306
GCA_965230145.1|CBDDKI010000002.1_4007	SP	772
GCA_965230145.1|CBDDKI010000002.1_4008	SP	576
GCA_965230225.1|CBDDKM010000010.1_784	SP	379
GCA_965230245.1|OZ246000.1_537	SP	331
GCA_965230395.1|CBDDKV010000002.1_2300	SP	387
GCA_965230415.1|CBDDKZ010000003.1_38	SP	321
GCA_965230505.1|OZ246006.1_477	LIPO	347
GCA_965230505.1|OZ246006.1_765	SP	687
GCA_965230525.1|OZ246008.1_1740	SP	687
GCA_965230525.1|OZ246008.1_2063	LIPO	353
GCA_965230535.1|OZ246009.1_540	SP	335
GCA_965230535.1|OZ246010.1_518	SP	372
GCA_965230665.1|CBDDLM010000004.1_2917	SP	376
GCA_965230765.1|CBDDLR010000001.1_1425	SP	233
GCA_965231165.1|OZ246421.1_693	SP	312
GCA_965232445.1|OZ246973.1_1441	LIPO	332
GCA_965232455.1|OZ246981.1_911	LIPO	330
GCA_965233055.1|CBDDRJ010000074.1_12	SP	444
GCA_965233055.1|CBDDRJ010000091.1_39	SP	318
GCA_965233125.1|CBDDRQ010000094.1_3	SP	329
GCA_965233165.1|CBDDRX010000141.1_29	LIPO	327
GCA_965233195.1|CBDDSB010000026.1_96	LIPO	340
GCA_965234425.1|OZ248357.1_45	LIPO	316
GCA_965234505.1|OZ248528.1_234	SP	289
GCA_965234515.1|OZ248467.1_2322	SP	279
GCA_965237675.1|OZ250150.1_756	LIPO	300
GCA_965238025.1|OZ250162.1_2933	LIPO	329
GCA_965242535.1|OZ251458.1_3184	LIPO	511
GCA_965243385.1|CBDEUV010000002.1_1170	SP	325
GCA_965243385.1|CBDEUV010000002.1_1503	LIPO	342
GCA_965243535.1|CBDEVG010000024.1_28	SP	391
GCA_965243745.1|CBDEVR010000002.1_2149	SP	389
GCA_965243755.1|CBDEVW010000003.1_1187	LIPO	315
GCA_965243755.1|CBDEVW010000003.1_1303	SP	738
GCA_965246785.1|CBDFFM010000006.1_185	SP	375
GCA_965246805.1|CBDFFO010000006.1_509	LIPO	396
GCA_965246845.1|CBDFFR010000008.1_192	SP	312
GCA_965246845.1|CBDFFR010000012.1_1368	SP	367
GCA_965246905.1|CBDFFZ010000010.1_90	SP	374
GCA_965246945.1|CBDFFW010000001.1_1511	SP	375
GCA_965247015.1|CBDFGG010000006.1_76	SP	369
GCA_965247175.1|OZ252006.1_1965	SP	409
GCA_965247345.1|CBDFGZ010000014.1_69	SP	327
GCA_965247395.1|OZ252012.1_1543	LIPO	393
GCA_965247935.1|CBDFIA010000002.1_1925	SP	313
GCA_965247975.1|OZ252050.1_1297	SP	374
GCA_965247975.1|OZ252050.1_1792	SP	317
GCA_965248255.1|CBDFIW010000004.1_322	SP	299
GCA_965248545.1|OZ252110.1_2874	SP	336
GCA_965248625.1|OZ252109.1_4605	SP	315
GCA_965248865.1|CBDFKP010000004.1_1270	LIPO	334
GCA_965249745.1|OZ252252.1_707	LIPO	315
GCA_965249785.1|CBDFMU010000026.1_326	SP	385
GCA_965249805.1|CBDFMX010000002.1_3688	LIPO	319
GCA_965249895.1|CBDFNC010000005.1_929	SP	814
GCA_965250035.1|OZ252282.1_1540	SP	309
GCA_965250675.1|CBDFPH010000008.1_774	SP	355
GCA_965260965.1|CBDHCA010000003.1_2994	SP	308
GCA_965262565.1|CBDHFQ010000020.1_643	SP	322
GCA_965263205.1|CBDHHF010000019.1_40	SP	318
GCA_965263225.1|CBDHHG010000016.1_40	SP	379
GCA_965263305.1|OZ253666.1_2103	SP	318
GCA_965263475.1|OZ253677.1_2479	SP	388
GCA_965267245.1|OZ253939.1_1309	SP	727
GCA_965267355.1|OZ253956.1_1159	SP	291
GCA_965267605.1|OZ254088.1_1910	SP	381
GCA_965276885.1|OZ255702.1_3513	SP	306
GCA_965277185.1|CBDICC010000011.1_25	LIPO	393
GCA_965277365.1|CBDICO010000008.1_137	LIPO	312
GCA_965277445.1|CBDICY010000002.1_265	LIPO	794
GCA_965277565.1|OZ255838.1_3116	SP	335
GCA_965277585.1|OZ255828.1_5398	LIPO	312
GCA_965277835.1|OZ255841.1_1046	LIPO	339
GCA_965279035.1|OZ257142.1_1799	SP	331
GCA_965279195.1|CBDIHP010000033.1_29	SP	300
GCA_965279295.1|CBDIHQ010000004.1_68	SP	360
GCA_965279325.1|OZ257154.1_1693	SP	340
GCA_965279515.1|CBDIID010000003.1_803	LIPO	320
GCA_965279515.1|CBDIID010000003.1_3294	SP	321
GCA_965279705.1|OZ257257.1_1286	SP	291
GCA_965279745.1|OZ257262.1_269	SP	312
GCA_965284055.1|CBDIQV010000003.1_81	SP	303
GCA_965284445.1|OZ260085.1_912	SP	323
GCA_965284565.1|OZ260100.1_2621	SP	378
GCA_965284565.1|OZ260100.1_2635	LIPO	322
GCA_965284645.1|OZ260106.1_1936	SP	320
GCA_965284645.1|OZ260106.1_2251	SP	378
GCA_965284645.1|OZ260106.1_2532	SP	377
GCA_965305135.1|CBDLPA010000006.1_193	SP	335
GCA_965305135.1|CBDLPA010000036.1_8	SP	729
GCA_965363495.1|CBDTUM010000119.1_6	SP	337
GCA_965363735.1|CBDTUA010000074.1_8	SP	339
GCA_965363775.1|CBDTVF010000099.1_2	LIPO	323
GCA_965365275.1|CBDUBA010000152.1_2	SP	298
GCA_965365555.1|CBDUCC010000004.1_19	LIPO	312
GCA_965365655.1|CBDUCN010000108.1_1	SP	370
GCA_965365655.1|CBDUCN010000318.1_2	SP	378
GCA_965366625.1|CBDUGP010000001.1_25	SP	667
GCA_965366815.1|CBDUGV010000037.1_9	SP	335
GCA_965367755.1|CBDUKH010000019.1_1	SP	277
GCA_965367965.1|CBDULB010000175.1_3	SP	329
GCA_965368465.1|CBDUMZ010000026.1_6	LIPO	359
GCA_965368515.1|CBDUNF010000073.1_13	LIPO	372
GCA_965368785.1|CBDUOG010000015.1_24	SP	360
GCA_965369035.1|CBDUPF010000172.1_10	SP	351
GCA_965369205.1|CBDUPW010000042.1_3	LIPO	355
GCA_965370375.1|CBDUUF010000471.1_2	LIPO	315
GCA_965371945.1|CBDVAK010000040.1_10	SP	375
GCA_965531145.1|CBESOE010000159.1_2	SP	640
GCA_965531145.1|CBESOE010000173.1_7	LIPO	323
GCA_965552745.1|CBEVTG010000078.1_1	LIPO	838
GCA_965554365.1|CBEVZO010000428.1_3	SP	617
GCA_965601665.1|OZ271833.1_922	SP	339
GCA_965648905.1|CBFGIT010000020.1_24	SP	303
GCA_965649925.1|CBFGMW010000238.1_5	SP	380
GCA_965649985.1|CBFGMS010000053.1_22	SP	619
GCA_965650035.1|CBFGMR010000002.1_168	SP	612
GCA_965650135.1|CBFGNC010000001.1_278	SP	319
GCA_965650365.1|CBFGOJ010000001.1_131	SP	379
GCA_965650365.1|CBFGOJ010000022.1_1	SP	320
GCA_965650515.1|CBFGOY010000024.1_13	SP	461
GCA_965650615.1|CBFGPJ010000266.1_2	SP	319
GCA_965650615.1|CBFGPJ010000487.1_2	SP	382
GCA_965650625.1|CBFGPE010000107.1_24	SP	355
GCA_965650725.1|CBFGPX010000052.1_12	SP	319
GCA_965650755.1|CBFGPY010000783.1_3	SP	336
GCA_965651365.1|CBFGSA010000109.1_4	LIPO	344
GCA_965651385.1|CBFGSI010000020.1_43	LIPO	317
GCA_965651385.1|CBFGSI010000215.1_14	LIPO	340
GCA_965651925.1|CBFGUK010000211.1_3	SP	505
GCA_965652395.1|CBFGUW010000074.1_11	SP	488
GCA_965652545.1|CBFGWV010000390.1_3	LIPO	315
GCA_965652645.1|CBFGXE010000001.1_109	LIPO	344
GCA_965653375.1|CBFGZY010000011.1_62	SP	615
GCA_965653385.1|CBFGZZ010000285.1_11	SP	441
GCA_965653385.1|CBFGZZ010000490.1_3	SP	329
GCA_965653435.1|CBFHAF010000130.1_1	LIPO	310
GCA_965653565.1|CBFHAI010000052.1_27	LIPO	339
GCA_965653625.1|CBFHAS010000100.1_10	SP	444
GCA_965653675.1|CBFHBA010000025.1_9	LIPO	311
GCA_965655865.1|CBFHJJ010000028.1_6	LIPO	302
GCA_965656195.1|CBFHJL010000099.1_4	SP	378
GCA_965656545.1|CBFHKZ010000005.1_69	LIPO	304
GCA_965656875.1|CBFHMJ010000028.1_72	SP	641
GCA_965656925.1|CBFHMO010000020.1_1	SP	605
GCA_965657365.1|CBFHOD010000024.1_24	LIPO	300
GCA_965657695.1|CBFHOU010000014.1_11	LIPO	297
GCA_965658025.1|CBFHQL010000002.1_110	LIPO	399
GCA_965658465.1|CBFHSG010000007.1_75	LIPO	349
GCA_965658765.1|CBFHTO010000010.1_7	SP	345
GCA_965658895.1|CBFHUR010000026.1_18	LIPO	328
GCA_965658895.1|CBFHUR010000083.1_6	SP	464
GCA_965659665.1|CBFHWU010000032.1_39	SP	382
GCA_965659845.1|CBFHXS010000002.1_6	SP	378
GCA_965660305.1|CBFHZD010000006.1_33	SP	380
GCA_965660625.1|CBFIAR010000001.1_306	LIPO	350
GCA_965660815.1|CBFIBG010000005.1_122	SP	338
GCA_965660945.1|CBFIBS010000002.1_291	SP	317
GCA_965661105.1|CBFICR010000079.1_2	LIPO	292
GCA_965661835.1|CBFIFD010000046.1_5	LIPO	307
GCA_965662045.1|CBFIGE010000015.1_8	LIPO	316
GCA_965662365.1|CBFIHR010000044.1_6	SP	286
GCA_965662685.1|CBFIIQ010000010.1_69	SP	296
GCA_965990355.1|CBHEUU010000487.1_6	SP	310
GCA_966081555.1|CBHRRQ010000071.1_2	SP	420
GCA_966096115.1|CBHTUE010000148.1_6	SP	310
GCA_966111775.1|CBHWBD010000111.1_11	SP	324
GCA_966111935.1|CBHWBX010000107.1_4	LIPO	312
GCA_966128675.1|CBHYLO010000470.1_2	SP	333
GCA_966203835.1|CBIHKW010000049.1_5	SP	607
GCA_966210435.1|CBIHLF010000007.1_127	SP	330
GCA_966210515.1|CBIHLM010000041.1_9	SP	266
GCA_966210515.1|CBIHLM010000041.1_26	SP	266
GCA_966210615.1|CBIHLT010000037.1_5	SP	292
GCA_966210885.1|CBIHLQ010000002.1_5	SP	286
GCA_966210885.1|CBIHLQ010000012.1_72	SP	321
GCA_966211105.1|CBIHMU010000026.1_24	SP	417
GCA_966211215.1|CBIHNR010000016.1_2	SP	476
GCA_966211245.1|CBIHND010000009.1_65	SP	377
GCA_966211295.1|CBIHPJ010000180.1_5	LIPO	420
GCA_966211305.1|CBIHPC010000027.1_18	LIPO	309
GCA_966211385.1|CBIHOP010000056.1_4	SP	330
GCA_966211485.1|CBIHPB010000161.1_8	SP	310
GCA_966211525.1|CBIHOZ010000202.1_3	LIPO	309
GCA_966211575.1|CBIHOK010000036.1_20	SP	363
GCA_966211665.1|CBIHQF010000057.1_2	SP	286
GCA_966211665.1|CBIHQF010000058.1_6	SP	316
GCA_966211695.1|CBIHOW010000069.1_17	SP	574
GCA_966211755.1|CBIHOH010000044.1_7	SP	344
GCA_966211755.1|CBIHOH010000049.1_24	SP	500
GCA_966211765.1|CBIHOV010000003.1_236	LIPO	308
GCA_966211765.1|CBIHOV010000005.1_218	SP	507
GCA_966211795.1|CBIHNW010000011.1_110	SP	317
GCA_966211795.1|CBIHNW010000015.1_21	SP	294
GCA_966211815.1|CBIHOD010000018.1_2	SP	396
GCA_966211875.1|CBIHNP010000003.1_464	SP	342
GCA_966211875.1|CBIHNP010000004.1_200	SP	328
GCA_966211875.1|CBIHNP010000012.1_88	SP	328
GCA_966211875.1|CBIHNP010000015.1_14	SP	548
GCA_966211935.1|CBIHPU010000054.1_9	SP	387
GCA_966211935.1|CBIHPU010000113.1_2	SP	358
GCA_966211965.1|CBIHON010000001.1_179	SP	506
GCA_966211965.1|CBIHON010000001.1_180	SP	580
GCA_966211965.1|CBIHON010000072.1_18	LIPO	433
GCA_966212015.1|CBIHPE010000087.1_7	SP	327
GCA_966212015.1|CBIHPE010000124.1_10	SP	346
GCA_966212015.1|CBIHPE010000172.1_3	SP	331
GCA_966212065.1|CBIHOQ010000025.1_64	LIPO	388
GCA_966212075.1|CBIHOM010000015.1_28	SP	319
GCA_966212075.1|CBIHOM010000025.1_42	SP	390
GCA_966212105.1|CBIHPH010000003.1_58	SP	389
GCA_966212285.1|CBIHQW010000005.1_122	SP	323
GCA_966212305.1|CBIHQY010000037.1_41	SP	355
GCA_966212545.1|CBIHRW010000006.1_10	SP	417
GCA_966212555.1|CBIHRX010000031.1_22	SP	574
GCA_966238865.1|CBILQL010000302.1_6	SP	357
GCA_966238865.1|CBILQL010000407.1_2	SP	361
GCA_966238865.1|CBILQL010000417.1_3	SP	362
GCA_966244125.1|CBIMJC010000124.1_3	SP	331
GCA_966244135.1|CBIMJO010000878.1_2	SP	288
GCA_966248825.1|CBINBC010000012.1_77	SP	369
GCA_966248825.1|CBINBC010000023.1_36	SP	382
GCA_966248825.1|CBINBC010000043.1_34	SP	319
GCA_966248995.1|CBINBY010000033.1_15	SP	447
GCA_966250225.1|CBINGM010000007.1_46	SP	304
GCA_966250225.1|CBINGM010000024.1_3	SP	289
GCA_966250225.1|CBINGM010000030.1_17	SP	319
GCA_966250245.1|CBINGT010000199.1_3	SP	594
GCA_966250375.1|CBINHE010000041.1_17	SP	360
GCA_966250375.1|CBINHE010000072.1_4	SP	366
GCA_966250805.1|CBINIP010000035.1_13	SP	294
GCA_966251045.1|CBINJP010000004.1_93	SP	321
GCA_966251135.1|CBINKC010000037.1_29	SP	446
GCA_966252075.1|CBINNP010000075.1_10	LIPO	344
GCA_966252435.1|CBINPE010000016.1_29	SP	360
GCA_966252435.1|CBINPE010000038.1_3	SP	497
GCA_966424035.1|CBJLMA010000082.1_4	SP	334
GCA_966433995.1|CBJNAE010000252.1_2	SP	397
GCA_966435935.1|CBJNFW010000274.1_1	LIPO	314
GCA_966673785.1|CBKWFZ010000065.1_6	LIPO	305
GCA_967728665.1|CBQWHS010000104.1_2	LIPO	302
GCF_000007705.1|NC_005085.1_705	SP	362
GCF_000007705.1|NC_005085.1_716	LIPO	352
GCF_000010725.1|NC_013855.1_279	SP	359
GCF_000011365.1|NC_004463.1_1140	SP	302
GCF_000011705.1|NC_006348.1_753	SP	493
GCF_000012365.1|NC_007651.1_2684	SP	493
GCF_000013345.1|NC_007777.1_4523	LIPO	323
GCF_000014225.1|NC_008228.1_2005	SP	370
GCF_000014685.1|NC_008321.1_3331	SP	309
GCF_000014685.1|NC_008321.1_3339	SP	684
GCF_000015025.1|NC_008578.1_180	SP	657
GCF_000015245.1|NC_008700.1_534	SP	316
GCF_000015505.1|NC_008781.1_129	SP	348
GCF_000015505.1|NC_008781.1_1237	SP	486
GCF_000016285.1|NC_011989.1_2713	SP	333
GCF_000017685.1|NC_010602.1_2427	LIPO	343
GCF_000017805.1|NC_009767.1_1027	LIPO	331
GCF_000018105.1|NC_009925.1_3984	LIPO	329
GCF_000019785.1|NC_010524.1_3168	SP	341
GCF_000020025.1|NC_010628.1_1383	LIPO	314
GCF_000020045.1|NC_010622.1_2366	LIPO	382
GCF_000020585.3|NC_011138.3_1412	SP	354
GCF_000020665.1|NC_011071.1_2060	SP	335
GCF_000020685.1|NC_012527.1_230	LIPO	332
GCF_000020685.1|NC_012529.1_219	LIPO	344
GCF_000022145.1|NC_011891.1_1664	LIPO	324
GCF_000022905.1|NC_012590.1_1338	LIPO	330
GCF_000023025.1|NC_012997.1_395	SP	399
GCF_000023865.1|NC_013159.1_3079	SP	332
GCF_000024025.1|NC_013131.1_3276	TAT	451
GCF_000024025.1|NC_013131.1_5072	LIPO	314
GCF_000024385.1|NC_013510.1_3875	LIPO	337
GCF_000024545.1|NC_013947.1_5299	SP	318
GCF_000024805.1|NC_013440.1_2173	SP	420
GCF_000025965.1|NC_006513.1_1106	SP	504
GCF_000062885.1|NC_009142.1_3674	SP	343
GCF_000067165.1|NC_010162.1_4300	SP	428
GCF_000067165.1|NC_010162.1_5153	LIPO	327
GCF_000069785.1|NC_010529.1_343	SP	489
GCF_000069785.1|NC_010529.1_413	SP	489
GCF_000092645.1|NC_014165.1_388	SP	443
GCF_000092645.1|NC_014165.1_2632	SP	423
GCF_000092865.1|NC_014151.1_2507	SP	490
GCF_000092925.1|NC_014217.1_3326	SP	468
GCF_000092985.1|NC_014210.1_48	SP	418
GCF_000092985.1|NC_014210.1_2248	SP	433
GCF_000143145.1|NC_014313.1_42	LIPO	364
GCF_000143825.1|NZ_CM000961.1_1639	LIPO	270
GCF_000145235.1|NC_014391.1_4626	SP	414
GCF_000146505.1|NC_017448.1_2152	SP	499
GCF_000147815.2|NC_015957.1_4084	SP	340
GCF_000147815.2|NC_015957.1_4960	SP	305
GCF_000152705.1|NZ_CH672413.1_248	SP	409
GCF_000152825.2|NC_014414.1_1370	LIPO	332
GCF_000153165.2|NC_014472.1_3276	LIPO	321
GCF_000153725.1|NZ_DS022276.1_3400	SP	343
GCF_000154905.1|NZ_GG770539.1_325	SP	455
GCF_000157895.3|NC_022663.1_2938	LIPO	314
GCF_000157895.3|NC_022663.1_3725	LIPO	282
GCF_000158815.1|NZ_GG657738.1_524	SP	432
GCF_000158815.1|NZ_GG657738.1_1416	SP	413
GCF_000158815.1|NZ_GG657738.1_2662	SP	455
GCF_000159135.1|NZ_GG667528.1_21	LIPO	326
GCF_000164135.1|NZ_GG770553.1_746	LIPO	313
GCF_000164135.1|NZ_GG770553.1_1433	LIPO	277
GCF_000164135.1|NZ_GG770553.1_1663	LIPO	306
GCF_000165485.1|NC_014623.1_734	LIPO	695
GCF_000166135.1|NC_014666.1_4643	LIPO	376
GCF_000170835.1|NZ_ABCP01000004.1_50	SP	581
GCF_000172635.2|NC_018632.1_1303	SP	357
GCF_000177675.1|NZ_ADGX01000033.1_9	LIPO	407
GCF_000178855.1|NZ_ADVG01000004.1_1878	SP	760
GCF_000178855.1|NZ_ADVG01000004.1_1879	SP	340
GCF_000178855.1|NZ_ADVG01000002.1_678	LIPO	332
GCF_000178855.1|NZ_ADVG01000002.1_1441	LIPO	334
GCF_000181495.1|NZ_ABCF01000001.1_585	SP	580
GCF_000183745.1|NC_014761.1_1929	LIPO	346
GCF_000194605.1|NC_015321.1_526	SP	369
GCF_000194605.1|NC_015321.1_3598	SP	320
GCF_000204195.1|NZ_AFBG01000018.1_255	SP	491
GCF_000205165.1|NZ_GL883836.1_57	SP	780
GCF_000210915.2|NC_016620.1_1568	SP	309
GCF_000213655.1|NC_015554.1_2278	SP	353
GCF_000214665.1|NC_015572.1_4352	SP	336
GCF_000217915.1|NZ_AFOZ01000014.1_21	SP	684
GCF_000217915.1|NZ_AFOZ01000014.1_27	SP	321
GCF_000217935.1|NZ_AFHI01000056.1_86	SP	636
GCF_000217935.1|NZ_AFHI01000025.1_17	SP	330
GCF_000220505.1|NZ_AFPJ01000045.1_7	SP	680
GCF_000220505.1|NZ_AFPJ01000045.1_8	SP	314
GCF_000220705.2|NZ_CP023202.1_3968	SP	493
GCF_000221045.1|NC_015856.1_123	SP	349
GCF_000224415.1|NZ_AFXQ01000006.1_37	LIPO	354
GCF_000225525.1|NZ_AGBF01000188.1_4	SP	328
GCF_000226565.1|NC_016041.1_2068	LIPO	354
GCF_000230895.2|NC_016604.1_6175	SP	292
GCF_000231035.2|NZ_KI912250.1_66	SP	319
GCF_000231055.2|NZ_CM001466.1_1863	SP	335
GCF_000233955.1|NZ_JH376599.1_131	SP	278
GCF_000235425.2|NZ_KI912266.1_2279	LIPO	335
GCF_000236035.1|NZ_JH393257.1_1290	SP	367
GCF_000238775.2|NZ_AFEJ02000001.1_1848	LIPO	329
GCF_000240165.1|NC_017585.1_822	SP	341
GCF_000240225.1|NZ_AGUD01000045.1_1	SP	468
GCF_000241265.1|NZ_BAEE01000045.1_35	SP	351
GCF_000241265.1|NZ_BAEE01000027.1_27	SP	279
GCF_000242455.2|NC_019892.1_2136	SP	329
GCF_000242455.2|NC_019892.1_6813	SP	302
GCF_000243395.2|NZ_CM001484.1_3432	SP	340
GCF_000243415.2|NZ_KI912270.1_2231	SP	292
GCF_000244915.1|NZ_CM001442.1_672	SP	307
GCF_000244975.1|NZ_CM001440.1_4136	SP	331
GCF_000245015.1|NZ_JH600070.1_1916	SP	359
GCF_000245015.1|NZ_JH600070.1_1917	SP	358
GCF_000246855.1|NC_016609.1_4951	LIPO	310
GCF_000250675.2|NC_018681.1_816	SP	321
GCF_000252165.1|NZ_BAET01000004.1_104	LIPO	343
GCF_000255295.1|NC_017030.1_1431	SP	334
GCF_000255295.1|NC_017030.1_2899	LIPO	628
GCF_000255655.1|NZ_JH636434.1_1020	SP	337
GCF_000258175.1|NZ_JH636049.1_2916	SP	330
GCF_000261365.1|NZ_AJVC01000003.1_1234	SP	370
GCF_000261685.1|NZ_AJQE01000216.1_4	SP	302
GCF_000265365.1|NC_018011.1_1097	SP	299
GCF_000266885.1|NC_018020.1_1779	SP	329
GCF_000266885.1|NC_018020.1_2801	LIPO	313
GCF_000266905.1|NC_018027.1_4273	SP	310
GCF_000271305.1|NZ_AKGD01000001.1_2048	SP	305
GCF_000271305.1|NZ_AKGD01000001.1_2159	SP	311
GCF_000271305.1|NZ_AKGD01000002.1_230	SP	355
GCF_000275725.1|NZ_AJTS01000040.1_224	SP	361
GCF_000277125.1|NC_016946.1_4253	LIPO	280
GCF_000280925.3|NZ_CP012109.1_6903	LIPO	634
GCF_000280925.3|NZ_CP012109.1_7112	SP	329
